次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V89No
3次,予実対比,分析画面,予算構成比_FD仕入 計,L2-S,単店舗,画面内演算,予算_FD仕入÷予算_総売上×100,予算_FD仕入 計 ÷ 予算_総売上 計 × 100,予算_FD仕入 / 予算_総売上 × 100,A,計算項目,-,-,"予実対比.予算_FD仕入 計, 予実対比.予算_総売上 計",-,208
3次,予実対比,分析画面,予算構成比_人件費 計,L2-S,単店舗,画面内演算,予算_人件費÷予算_総売上×100,予算_人件費 計 ÷ 予算_総売上 計 × 100,予算_人件費 / 予算_総売上 × 100,A,計算項目,-,-,"予実対比.予算_人件費 計, 予実対比.予算_総売上 計",-,209
3次,予実対比,分析画面,予算構成比_その他経費 計,L2-S,単店舗,画面内演算,予算_その他経費÷予算_総売上×100,予算_その他経費 計 ÷ 予算_総売上 計 × 100,予算_その他経費 / 予算_総売上 × 100,B,計算項目,-,-,"予実対比.予算_その他経費 計, 予実対比.予算_総売上 計",-,210
3次,予実対比,分析画面,予算構成比_営業利益,L2-S,単店舗,画面内演算,予算_営業利益÷予算_総売上×100,予算_営業利益 ÷ 予算_総売上 計 × 100,予算_営業利益 / 予算_総売上 × 100,A,計算項目,-,-,"予実対比.予算_営業利益, 予実対比.予算_総売上 計",-,211
3次,予実対比,分析画面,予実差額_総売上 計,L2-S,単店舗,画面内演算,実績_総売上-予算_総売上,実績_総売上 計 - 予算_総売上 計,実績 - 予算,A,計算項目,-,-,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",-,212
3次,予実対比,分析画面,予実差額_フード売上 計,L2-S,単店舗,画面内演算,実績_フード売上-予算_フード売上,実績_フード売上 計 - 予算_フード売上 計,実績 - 予算,B,計算項目,-,-,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",-,213
3次,予実対比,分析画面,予実差額_ドリンク売上 計,L2-S,単店舗,画面内演算,実績_ドリンク売上-予算_ドリンク売上,実績_ドリンク売上 計 - 予算_ドリンク売上 計,実績 - 予算,B,計算項目,-,-,"予実対比.実績_ドリンク売上 計, 予実対比.予算_ドリンク売上 計",-,214
3次,予実対比,分析画面,予実差額_その他売上 計,L2-S,単店舗,画面内演算,実績_その他売上-予算_その他売上,実績_その他売上 計 - 予算_その他売上 計,実績 - 予算,C,計算項目,-,-,"予実対比.実績_その他売上 計, 予実対比.予算_その他売上 計",-,215
3次,予実対比,分析画面,予実差額_FLコスト 計,L2-S,単店舗,画面内演算,実績_FLコスト-予算_FLコスト,実績_FLコスト 計 - 予算_FLコスト 計,実績 - 予算,A,計算項目,-,-,"予実対比.実績_FLコスト 計, 予実対比.予算_FLコスト 計",-,216
3次,予実対比,分析画面,予実差額_FD仕入 計,L2-S,単店舗,画面内演算,実績_FD仕入-予算_FD仕入,実績_FD仕入 計 - 予算_FD仕入 計,実績 - 予算,A,計算項目,-,-,"予実対比.実績_FD仕入 計, 予実対比.予算_FD仕入 計",-,217
3次,予実対比,分析画面,予実差額_人件費 計,L2-S,単店舗,画面内演算,実績_人件費-予算_人件費,実績_人件費 計 - 予算_人件費 計,実績 - 予算,A,計算項目,-,-,"予実対比.実績_人件費 計, 予実対比.予算_人件費 計",-,218
3次,予実対比,分析画面,予実差額_その他経費 計,L2-S,単店舗,画面内演算,実績_その他経費-予算_その他経費,実績_その他経費 計 - 予算_その他経費 計,実績 - 予算,B,計算項目,-,-,"予実対比.実績_その他経費 計, 予実対比.予算_その他経費 計",-,219
3次,予実対比,分析画面,予実差額_営業利益,L2-S,単店舗,画面内演算,実績_営業利益-予算_営業利益,実績_営業利益 - 予算_営業利益,実績 - 予算,A,計算項目,-,-,"予実対比.実績_営業利益, 予実対比.予算_営業利益",-,220
3次,予実対比,分析画面,予算対比率_総売上 計,L2-S,単店舗,画面内演算,実績_総売上÷予算_総売上×100,実績_総売上 計 ÷ 予算_総売上 計 × 100,実績 / 予算 × 100,A,計算項目,-,-,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",-,221
3次,予実対比,分析画面,予算対比率_フード売上 計,L2-S,単店舗,画面内演算,実績_フード売上÷予算_フード売上×100,実績_フード売上 計 ÷ 予算_フード売上 計 × 100,実績 / 予算 × 100,B,計算項目,-,-,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",-,222
3次,予実対比,分析画面,予算対比率_ドリンク売上 計,L2-S,単店舗,画面内演算,実績_ドリンク売上÷予算_ドリンク売上×100,実績_ドリンク売上 計 ÷ 予算_ドリンク売上 計 × 100,実績 / 予算 × 100,B,計算項目,-,-,"予実対比.実績_ドリンク売上 計, 予実対比.予算_ドリンク売上 計",-,223
3次,予実対比,分析画面,予算対比率_その他売上 計,L2-S,単店舗,画面内演算,実績_その他売上÷予算_その他売上×100,実績_その他売上 計 ÷ 予算_その他売上 計 × 100,実績 / 予算 × 100,C,計算項目,-,-,"予実対比.実績_その他売上 計, 予実対比.予算_その他売上 計",-,224
3次,予実対比,分析画面,予算対比率_FLコスト 計,L2-S,単店舗,画面内演算,実績_FLコスト÷予算_FLコスト×100,実績_FLコスト 計 ÷ 予算_FLコスト 計 × 100,実績 / 予算 × 100,A,計算項目,-,-,"予実対比.実績_FLコスト 計, 予実対比.予算_FLコスト 計",-,225
3次,予実対比,分析画面,予算対比率_FD仕入 計,L2-S,単店舗,画面内演算,実績_FD仕入÷予算_FD仕入×100,実績_FD仕入 計 ÷ 予算_FD仕入 計 × 100,実績 / 予算 × 100,A,計算項目,-,-,"予実対比.実績_FD仕入 計, 予実対比.予算_FD仕入 計",-,226
3次,予実対比,分析画面,予算対比率_人件費 計,L2-S,単店舗,画面内演算,実績_人件費÷予算_人件費×100,実績_人件費 計 ÷ 予算_人件費 計 × 100,実績 / 予算 × 100,A,計算項目,-,-,"予実対比.実績_人件費 計, 予実対比.予算_人件費 計",-,227
3次,予実対比,分析画面,予算対比率_その他経費 計,L2-S,単店舗,画面内演算,実績_その他経費÷予算_その他経費×100,実績_その他経費 計 ÷ 予算_その他経費 計 × 100,実績 / 予算 × 100,B,計算項目,-,-,"予実対比.実績_その他経費 計, 予実対比.予算_その他経費 計",-,228
3次,予実対比,分析画面,予算対比率_営業利益,L2-S,単店舗,画面内演算,実績_営業利益÷予算_営業利益×100,実績_営業利益 ÷ 予算_営業利益 × 100,実績 / 予算 × 100,A,計算項目,-,-,"予実対比.実績_営業利益, 予実対比.予算_営業利益",-,229
3次,予実対比,分析画面,構成比_総売上 計,L2-S,単店舗,画面内演算,実績_総売上÷実績_総売上×100,実績_総売上 計 ÷ 実績_総売上 計 × 100,100%（基準値）,A,計算項目,-,-,予実対比.実績_総売上 計,-,230
3次,予実対比,分析画面,構成比_フード売上 計,L2-S,単店舗,画面内演算,実績_フード売上÷実績_総売上×100,実績_フード売上 計 ÷ 実績_総売上 計 × 100,実績_フード売上 / 実績_総売上 × 100,B,計算項目,-,-,"予実対比.実績_フード売上 計, 予実対比.実績_総売上 計",-,231
3次,予実対比,分析画面,構成比_ドリンク売上 計,L2-S,単店舗,画面内演算,実績_ドリンク売上÷実績_総売上×100,実績_ドリンク売上 計 ÷ 実績_総売上 計 × 100,実績_ドリンク売上 / 実績_総売上 × 100,B,計算項目,-,-,"予実対比.実績_ドリンク売上 計, 予実対比.実績_総売上 計",-,232
3次,予実対比,分析画面,構成比_その他売上 計,L2-S,単店舗,画面内演算,実績_その他売上÷実績_総売上×100,実績_その他売上 計 ÷ 実績_総売上 計 × 100,実績_その他売上 / 実績_総売上 × 100,C,計算項目,-,-,"予実対比.実績_その他売上 計, 予実対比.実績_総売上 計",-,233
3次,予実対比,分析画面,構成比_FLコスト 計,L2-S,単店舗,画面内演算,実績_FLコスト÷実績_総売上×100,実績_FLコスト 計 ÷ 実績_総売上 計 × 100,実績_FLコスト / 実績_総売上 × 100,A,計算項目,-,-,"予実対比.実績_FLコスト 計, 予実対比.実績_総売上 計",-,234
3次,予実対比,分析画面,構成比_FD仕入 計,L2-S,単店舗,画面内演算,実績_FD仕入÷実績_総売上×100,実績_FD仕入 計 ÷ 実績_総売上 計 × 100,実績_FD仕入 / 実績_総売上 × 100,A,計算項目,-,-,"予実対比.実績_FD仕入 計, 予実対比.実績_総売上 計",-,235
3次,予実対比,分析画面,構成比_人件費 計,L2-S,単店舗,画面内演算,実績_人件費÷実績_総売上×100,実績_人件費 計 ÷ 実績_総売上 計 × 100,実績_人件費 / 実績_総売上 × 100,A,計算項目,-,-,"予実対比.実績_人件費 計, 予実対比.実績_総売上 計",-,236
3次,予実対比,分析画面,構成比_その他経費 計,L2-S,単店舗,画面内演算,実績_その他経費÷実績_総売上×100,実績_その他経費 計 ÷ 実績_総売上 計 × 100,実績_その他経費 / 実績_総売上 × 100,B,計算項目,-,-,"予実対比.実績_その他経費 計, 予実対比.実績_総売上 計",-,237
3次,予実対比,分析画面,構成比_営業利益,L2-S,単店舗,画面内演算,実績_営業利益÷実績_総売上×100,実績_営業利益 ÷ 実績_総売上 計 × 100,実績_営業利益 / 実績_総売上 × 100,A,計算項目,-,-,"予実対比.実績_営業利益, 予実対比.実績_総売上 計",-,238
3次,予実対比（一覧）,一覧表示画面,営業利益,L2-S,単店舗,実績参照,分析画面で算出された値を参照表示,参照表示,予実対比（一覧）.総売上 - 予実対比（一覧）.FD仕入 - 予実対比（一覧）.人件費 - 予実対比（一覧）.その他経費,S,計算項目,予算と実績の対比一覧,monthly_costs.value,-,-,407
3次,予算一覧（予算構成）,一覧表示画面,FLコスト 計,L2-S,単店舗,実績参照,分析画面で算出された値を参照表示,参照表示,SUM(infomart_transactions.total_tax_excluded) + SUM(head_office_connected_service_labor_costs_logs.labor_costs),C,計算項目,予算の構成比を一覧表示,"infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs",-,予算一覧（予算構成）.営業利益,412
3次,予算一覧（予算構成）,一覧表示画面,営業利益,L2-S,単店舗,実績参照,分析画面で算出された値を参照表示,参照表示,予算一覧（予算構成）.売上 計 - 予算一覧（予算構成）.FLコスト 計 - 予算一覧（予算構成）.その他経費 計,S,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,433
3次,仕入先分析,分析画面,比率,L2-S,単店舗,外部連携×外部連携,インフォマート内の複数データ組合せ,仕入先÷総仕入×100,仕入先分析.金額税抜 ÷ SUM(仕入先分析.金額税抜) × 100,C,計算項目,仕入先ごとの金額・比率を分析。納品書撮影データを集計,infomart_transactions.total_tax_excluded,-,"商品別仕入分析.比率, 費目別仕入分析.比率",241
3次,単月費用設定,設定入力画面,費目,L2-S,単店舗,費目マスタ参照,費目マスタから費目を参照表示,マスタ参照,monthly_cost_items.name,C,費用設定（参照）,単月の費用予算を設定,monthly_cost_items.name,[マスタ]monthly_cost_items.name,-,79
3次,商品仕入単価,一覧表示画面,単価,L2-S,単店舗,実績参照,分析画面で算出された値を参照表示,参照表示,商品仕入単価.金額税抜 ÷ 商品仕入単価.数量,C,計算項目,商品ごとの仕入単価推移を分析,"infomart_order_details.price, infomart_order_details.num",商品仕入単価.数量,平均単価推移.平均単価,454
3次,商品別仕入分析,分析画面,比率,L2-S,単店舗,外部連携×外部連携,インフォマート内の複数データ組合せ,商品÷総仕入×100,商品別仕入分析.金額税抜 ÷ SUM(商品別仕入分析.金額税抜) × 100,C,計算項目,商品ごとの仕入金額・比率を分析,infomart_order_details.price,-,"仕入先分析.比率, 費目別仕入分析.比率",249
3次,商品別売上分析,分析画面,商品単価（税抜）,L2-S,単店舗,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷数量,商品別売上分析.売上合計税抜 ÷ 商品別売上分析.販売数量,C,計算項目,-,"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",商品別売上分析.販売数量,-,250
3次,商品別売上分析,分析画面,商品単価（税込）,L2-S,単店舗,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷数量,商品別売上分析.売上合計税込 ÷ 商品別売上分析.販売数量,C,計算項目,-,"t_items.sales, head_office_item_sales_logs.quantity",商品別売上分析.販売数量,-,251
