次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,データ負荷レベル,スナップショット対象,依存先指標,被参照指標,判断基準・閾値目安,データ基盤要件,V69No/戦略No
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_その他売上ランチ,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他売上ランチ ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_その他売上ランチ, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),423
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_その他売上ディナー,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他売上ディナー ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_その他売上ディナー, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),424
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_FLコスト 計,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_FLコスト 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_FLコスト 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),425
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_FD仕入 計,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_FD仕入 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_FD仕入 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),426
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_フード仕入,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_フード仕入 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_フード仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),427
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_ドリンク仕入,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_ドリンク仕入 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_ドリンク仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),428
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_人件費 計,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_人件費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_人件費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),429
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_固定人件費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_固定人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_固定人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),430
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_PA人件費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_PA人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_PA人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),431
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_社員人件費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_社員人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_社員人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),432
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_ヘルプ人件費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_ヘルプ人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),433
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_その他経費 計,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他経費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_その他経費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),434
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_地代家賃,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_地代家賃 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_地代家賃, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),435
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_家賃（変動分）,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_家賃（変動分） ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_家賃（変動分）, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),436
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_水道光熱費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_水道光熱費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_水道光熱費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),437
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_電気代,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_電気代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_電気代, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),438
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_ガス代,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),439
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_水道代,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_水道代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),440
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_減価償却費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),441
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_販促費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_販促費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),442
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_資材費,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_資材費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),443
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_借入金返済,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),444
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_IT費用,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),445
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_ラクミー利用料,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),446
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_レジ利用料,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),447
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_クレジットカード手数料,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),448
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_お花代,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_お花代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),449
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_営業利益,,,L2-S,単店舗(画面内),画面内演算,年間予算÷年間予算_総売上×100,年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",-,-,既存(V89/V69),450
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_総売上 計,,,L2-S,単店舗(画面内),画面内演算,年間実績÷年間実績_総売上×100,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,低,◎,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,-,既存(V89/V69),451
