401,ダッシュボード表示画面,主要KPI指標,営業利益率,L4b,S,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,(当月実績.売上（税抜） - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費) ÷ 当月実績.売上（税抜） × 100,当月実績.営業利益,z_totals.sales_excluded,-,-,"当月実績.営業利益, 当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",-,z_totals.sales_excluded → 当月実績.営業利益 → 主要KPI指標.営業利益率,演算検証済,インプット元: 当月実績.営業利益,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 当月実績）。",中,高,高,事前計算・非同期処理
402,ダッシュボード表示画面,主要KPI指標,家賃比率,L4a,B,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,月次費用入力.金額(家賃) ÷ 当月実績.売上（税抜） × 100,-,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（費用設定）",当月実績.売上（税抜）,-,ZTOTAL.sales_excluded → monthly_costs.value / head_office_connected_service_sales_logs.sales_excluded → 主要KPI指標.家賃比率,スキーマ検証済,-,家賃の費目IDが固定かどうか未確認,費目マスタで家賃IDを確認必要,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 当月実績, 月次費用入力）。",中,高,高,事前計算・非同期処理
403,ダッシュボード表示画面,主要KPI指標,ROI,L4b,B,画面間,計算項目,実績参照,分析画面で算出されたROIを参照表示,参照表示,当月実績.営業利益 ÷ 予算設定.予算金額 × 100,当月実績.営業利益,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,予実対比.ROI（←予実対比.営業利益 ÷ 月次予算設定.投資額）,当月実績.営業利益,-,monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 主要KPI指標.ROI,演算検証済,インプット元: 当月実績.営業利益,投資額=予算金額の解釈が正しいか未確認,ROIの定義(分母)を仕様書で確認必要,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予算設定, 当月実績）。",中,高,高,事前計算・非同期処理
404,ダッシュボード表示画面,年間予実対比（サマリー）,客単価（ランチ）,L1,A,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,時間帯別売上分析.ランチ売上（税抜） ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ランチ売上（税抜）, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比（サマリー）.客単価（ランチ）,スキーマ検証済,-,ランチ時間帯の客数取得方法が不明,時間帯別客数の取得ロジックを確認必要,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: 時間帯別売上分析）。,中,中,中,監視継続
405,ダッシュボード表示画面,年間予実対比（サマリー）,客単価（ディナー）,L1,A,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,時間帯別売上分析.ディナー売上（税抜） ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ディナー売上（税抜）, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比（サマリー）.客単価（ディナー）,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: 時間帯別売上分析）。,中,中,中,監視継続
406,ダッシュボード表示画面,年間予実対比（サマリー）,営業利益,L4a,S,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,当月実績.売上（税抜） - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,monthly_costs.value,-,ユーザー入力（費用設定）,"当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",-,monthly_costs.value → 年間予実対比（サマリー）.営業利益,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 当月実績）。",中,高,高,事前計算・非同期処理
407,ダッシュボード表示画面,年間予実対比（サマリー）,FD仕入額,L0,C,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(infomart_transactions.total_tax_excluded) GROUP BY year,-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 年間予実対比（サマリー）.FD仕入額,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [外部]tax_excluded_total）。,低,低,低,通常対応
408,ダッシュボード表示画面,年間予実対比（サマリー）,人件費額,L0,C,-,KOT（勤怠・人件費）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(head_office_connected_service_labor_costs_logs.labor_costs) GROUP BY year,-,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比（サマリー）.人件費額,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [外部]labor_costs_logs）。,低,低,低,通常対応
409,ダッシュボード表示画面,年間予実対比（サマリー）,客単価,L1,A,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,当月実績.売上（税抜） ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上（税抜）, 感度分析.客数",-,ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比（サマリー）.客単価,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 当月実績, 感度分析）。",中,中,中,監視継続
410,ダッシュボード表示画面,店舗ラベル別サマリー,売上目標,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定.売上（税抜）を参照表示,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,月次予算設定.売上（税抜）,店舗ラベル別サマリー.売上達成率,monthly_budgets.profit → 店舗ラベル別サマリー.売上目標,スキーマ検証済,-,店舗ラベルのマスタ構造が不明,店舗ラベルマスタを確認必要,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。,中,中,中,監視継続
411,ダッシュボード表示画面,店舗ラベル別サマリー,売上達成率,L4a,A,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,店舗ラベル別サマリー.売上（税抜） ÷ 予算設定.予算金額 × 100,-,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（予算設定）",店舗ラベル別サマリー.売上（税抜）,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / monthly_budgets.profit → 店舗ラベル別サマリー.売上達成率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予算設定, 店舗ラベル別サマリー）。",中,高,高,事前計算・非同期処理
412,ダッシュボード表示画面,店舗ラベル別サマリー,営業利益,L4a,S,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,店舗ラベル別サマリー.売上（税抜） - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,"head_office_connected_service_sales_logs.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs, monthly_costs.value","ZTOTAL.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","POS売上（日別集計）, インフォマート（仕入）, 勤怠（KOT/ジョブカン）, ユーザー入力（費用設定）","店舗ラベル別サマリー.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",-,ZTOTAL.sales_excluded / tax_excluded_total / head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_sales_logs.sales_excluded / infomart_transactions.total_tax_excluded / head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 店舗ラベル別サマリー.営業利益,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗ラベル別サマリー）。",中,高,高,事前計算・非同期処理
