290,表示画面,予算一覧(予算構成),衛生費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '衛生費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).衛生費,スキーマ検証済,-,-,-
291,表示画面,予算一覧(予算構成),調査費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '調査費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).調査費,スキーマ検証済,-,-,-
292,表示画面,予算一覧(予算構成),諸会費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '諸会費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).諸会費,スキーマ検証済,-,-,-
293,表示画面,予算一覧(予算構成),警備料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '警備料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).警備料,スキーマ検証済,-,-,-
294,表示画面,予算一覧(予算構成),販売促進費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '販売促進費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).販売促進費,スキーマ検証済,-,-,-
295,表示画面,予算一覧(予算構成),販売管理費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '販売管理費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).販売管理費,スキーマ検証済,-,-,-
296,表示画面,予算一覧(予算構成),通信費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '通信費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).通信費,スキーマ検証済,-,-,-
297,表示画面,予算一覧(予算構成),雑費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '雑費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).雑費,スキーマ検証済,-,-,-
298,表示画面,予算一覧(予算構成),電気代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '電気代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).電気代,スキーマ検証済,-,-,-
299,表示画面,予算一覧(予算構成),クレジット手数料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'クレジット手数料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).クレジット手数料,スキーマ検証済,-,-,-
300,表示画面,予算一覧(予算構成),営業利益,L4a,S,画面内,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-FLコスト-経費,予算一覧(予算構成).売上 計 - 予算一覧(予算構成).FLコスト 計 - 予算一覧(予算構成).その他経費 計,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).営業利益,スキーマ検証済,-,-,-
301,表示画面,予算一覧(予算構成),フード売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(フードかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 11:00 AND 15:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧(予算構成).フード売上ランチ,スキーマ検証済,-,-,-
302,表示画面,予算一覧(予算構成),フード売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(フードかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 17:00 AND 23:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧(予算構成).フード売上ディナー,スキーマ検証済,-,-,-
303,表示画面,予算一覧(予算構成),ドリンク売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧(予算構成).ドリンク売上ランチ,スキーマ検証済,-,-,-
304,表示画面,予算一覧(予算構成),ドリンク売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧(予算構成).ドリンク売上ディナー,スキーマ検証済,-,-,-
305,表示画面,予算一覧(予算構成),フード仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMフード,SUM(tax_excluded_total.total_tax_excluded) WHERE category = 'フード',-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 予算一覧(予算構成).フード仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
306,表示画面,予算一覧(予算構成),ドリンク仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMドリンク,SUM(tax_excluded_total.total_tax_excluded) WHERE category = 'ドリンク',-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 予算一覧(予算構成).ドリンク仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
307,表示画面,予算一覧(予算構成),固定人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM月給者,SUM(labor_costs_logs.labor_costs) WHERE employee_type = '月給者',-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,-,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 予算一覧(予算構成).固定人件費,スキーマ検証済,-,-,-
308,表示画面,予算一覧(予算構成),PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(working_records.daily_cost),-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,-,working_records.daily_cost → working_records.daily_cost → 予算一覧(予算構成).PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
309,表示画面,予算一覧(予算構成),ヘルプ人件費,L1,C,画面間,計算項目,外部連携×外部連携,KOT内の複数データ組合せ,help_costs-help_costs_minus,店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,-,"labor_costs_logs.help_costs, labor_costs_logs.help_costs_minus","help_costs, help_costs_minus",-,"店舗別人件費.ヘルプ人件費, 店舗別人件費.ヘルプ人件費マイナス",-,help_costs / help_costs_minus → labor_costs_logs.help_costs / labor_costs_logs.help_costs_minus → 予算一覧(予算構成).ヘルプ人件費,AI推測,-,-,-
310,表示画面,予算一覧(予算構成),地代家賃,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).地代家賃,スキーマ検証済,-,-,-
311,表示画面,予算一覧(予算構成),資材費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).資材費,スキーマ検証済,-,-,-
312,表示画面,予算一覧(予算構成),減価償却費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=減価償却費,monthly_costs.value WHERE cost_item = '減価償却費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).減価償却費,スキーマ検証済,-,-,-
313,表示画面,予算一覧(予算構成),ｸﾚｼﾞｯﾄ手数料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'クレジット手数料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).ｸﾚｼﾞｯﾄ手数料,スキーマ検証済,-,-,-
314,表示画面,従業員別勤務実績,従業員名,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,従業員マスタ参照,employees.name WHERE id = working_records.head_office_employee_id,-,working_records.head_office_employee_id,working_records.head_office_employee_id,-,[外部]working_records.head_office_employee_id,-,working_records.head_office_employee_id → working_records.head_office_employee_id → 従業員別勤務実績.従業員名,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
315,表示画面,従業員別勤務実績,勤務日,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日付,working_records.date,-,working_records.date,working_records.date,-,[外部]working_records.date,-,working_records.date → working_records.date → 従業員別勤務実績.勤務日,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
316,表示画面,従業員別勤務実績,日別人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日別集計,SUM(working_records.daily_cost) GROUP BY date,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,"予実対比, 月次集計, 日次レポート",working_records.daily_cost → working_records.daily_cost → 従業員別勤務実績.日別人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
317,表示画面,従業員別勤務実績,ヘルプフラグ,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,フラグ,working_records.is_help,-,working_records.is_help,working_records.is_help,-,[外部]working_records.is_help,-,working_records.is_help → working_records.is_help → 従業員別勤務実績.ヘルプフラグ,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
